Project Name,Price,Client,State,OCID,Year,Status,Award Date,Location
Servicing of Listed Laserjet Printers,"466,012.50",ATADEL VENTURES,Lagos,ocds-5q8fsw-6202236758088,2021.0,COMPLETED,"Thursday, September 30, 2021","ALAUSA, LAGOS"
Supply 30 Units of OX 18 Standing Fan and 1 Unit of Hisense 1HP Air Conditioner,"1,844,001.25",HESBEE ENTERPRISES LIMITED,Lagos,ocds-5q8fsw-6202214485522,2021.0,COMPLETED,"Friday, July 9, 2021","ALAUSA, LAGOS"
"EMERGENCY RENOVATION OF REMEDIAL WORKS ON THE 6 CLASSROOM BLOCK AT COMMUNITY PRIMARY SCHOOL, IBEREKODO LEKKI, LAGOS (Education District III)","29,766,126.50",ARCHITOUCH CONSULT LIMITED,Lagos,ocds-5q8fsw-5202284172127,2021.0,COMPLETED,"Wednesday, October 20, 2021",Unspecified
"Emergency Renovation of Remedial Work on 6no. Classroom Bungalow at Arakan Barracks Nursery and Primary School, Bondary Road, Apapa (Education District IV)","32,188,123.00",GOLDEN DOVE GLOBAL COMPANY,Lagos,ocds-5q8fsw-5202222712502,2021.0,ONGOING,"Wednesday, October 20, 2021",APAPA
"Emergency Renovation of 17 1 Classroom at Ire-Akari Junior Grammar School, Okota (Education District VI)","14,833,896.00",GREENMOUNT GLOBAL LIMITED,Lagos,ocds-5q8fsw-5202278476740,2021.0,ONGOING,"Wednesday, October 20, 2021",OKOTA
"construction of a block of 18 classroom admin block at odo obara junior high school, Epe (Education District III)","274,861,804.63",WESTERNFIELD EXPERTS CONSTRUCTION LTD,Lagos,ocds-5q8fsw-5202240717050,2021.0,ONGOING,"Friday, October 8, 2021",EPE
"RENOVATION OF 12 CLASSROOM BLOCK 6 CLASSROOM BLOCKS AT LOW COST HOUSING ESTATE NURSERY AND PRIMARY SCHOOL, OKE AFA (LOT 56)","35,365,202.80",MARY JOSH INTERNATIONAL RESOURCES LTD*,Lagos,ocds-5q8fsw-5202288438154,2021.0,ONGOING,"Friday, September 10, 2021",OKE AFA
"CLEARING OF BUSHES, LEVELING OF ACCESS ROAD TO SITE, PAINTING OF ADJACENT BUILDING AND EXTERNAL WORKS AT LAGOS STATE MODEL COLLEGE IGBOKUTA, IKORODU, LAGOS","2,742,918.94",TYNEDALE INVESTMENT LIMITED,Lagos,ocds-5q8fsw-5202275225210,2021.0,COMPLETED,"Wednesday, September 15, 2021","IGBOKUTA, IKORODU,"
"GRADING OF ACCESS ROAD, REHABILITATION OF ADJACENT BUILDINGS AND EXTERNAL WORKS AT ALAGBADO JUNIOR GRAMMAR SCHOOL, ALAGBADO, LAGOS","9,942,223.52",PECKSGREY NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202206364415,2021.0,COMPLETED,"Wednesday, September 15, 2021",Unspecified
RENOVATION OF 1NO. CLASSROOM BLOCK and CONSTRUCTION OF 516M LONG FENCE at COMMUNITY NURSERY AND PRIMARY SCHOOL ESEPE OBELE (EDUCATION DISTRICT V),"55,910,887.66",DEEDEEA INTEGRATED SERVICES LIMITED,Lagos,ocds-5q8fsw-5202280811052,2021.0,ONGOING,"Wednesday, September 15, 2021",Unspecified
construction of a fence work (650m Long) Raft Foundation (Education District V),"79,485,528.49",JOCHAFIK NIG COMPANY,Lagos,ocds-5q8fsw-5202278853548,2021.0,ONGOING,"Friday, October 8, 2021",LAGOS
"Construction of a block of 18 classrooms admin block on pile foundation at ajegunle junior high school, kosofe (Education District II)","622,201,814.94",BRASS CONSULT LIMITED,Lagos,ocds-5q8fsw-5202284457343,2021.0,ONGOING,"Wednesday, October 6, 2021","KOSOFE, LAGOS"
"CONSTRUCTION OF ADDITIONAL 52M LONG PERIMETER WALL FENCE AND CLEARING OF THE ENTIRE SCHOOL LAND AT LAGOS STATE GIRLS SENIOR MODEL COLLEGE, AGUNFOYE ODO-NLA, IGBOGBO, IKORODU, LAGOS","27,192,025.03",BIZOYIN AND COMPANY NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202257342082,2021.0,ONGOING,"Friday, September 24, 2021","AGUNFOYE ODO-NLA, IGBOGBO, IKORODU"
Supply of Microsoft Window Server Licence,"2,233,791.92",IDENTIKO INTEGRATED SOLUTION LIMITED,Lagos,ocds-5q8fsw-5202207076716,2021.0,COMPLETED,"Wednesday, July 14, 2021","ALAUSA, IKEJA"
Supply of Motor Vehicle Tyres,"1,187,558.00",CORECRAFT FAM SPACE VENTURES,Lagos,ocds-5q8fsw-5202251282532,2021.0,INACTIVE,"Monday, June 7, 2021","ALAUSA, IKEJA"
Procurement of Additional Management and Safety Equipment for LASTMA,"185,715,000.00",FOLI TRANSPORT ENGINEERING AND SOLUTIONS LTD,Lagos,ocds-5q8fsw-5202275373261,2022.0,COMPLETED,"Monday, March 22, 2021","OSHODI, LAGOS"
"construction of a block of 18 classroom admin block on raft foundation at araromi ilogbo junior grammar school, oko-afo, badagry","286,413,180.67",HINVEIR LIMITED,Lagos,ocds-5q8fsw-5202213083167,2021.0,ONGOING,"Friday, October 8, 2021","oko-afo, badagry"
Provision of Dedicated Internet Service for IPsec VPN Connectivity from LASRRA HQ to ABAT,"1,956,500.00",PROLINE TECHNOLOGIES LIMITED,Lagos,ocds-5q8fsw-5202287787252,2021.0,ONGOING,"Wednesday, May 26, 2021","ALAUSA, IKEJA"
Procurement of Customized Safety Desert Boot for LASTMA Officers.,"43,125,000.00",YIKODEEN FOOTWEAR LTD,Lagos,ocds-5q8fsw-5202215116625,2021.0,COMPLETED,"Sunday, June 6, 2021","OSHODI, LAGOS"
"construction of a block of 18 classroom admin block on pile foundation at state senior high school, surulere","375,735,428.68",PEOPLE S CHOICE PROPERTIES LIMITED,Lagos,ocds-5q8fsw-5202238166872,2021.0,ONGOING,"Friday, October 8, 2021",SURULERE LAGOS
Procurement of Mobile Central Billing System,"6,911,712.50",SOFT ALLIANCE AND RESOURCES LIMITED,Lagos,ocds-5q8fsw-5202260531024,2021.0,COMPLETED,"Thursday, June 17, 2021",LAGOS
"PROPOSED CONSTRUCTION OF 450M PERIMETER FENCE ON INVERTED T-RAFT FOUNDATION AT ITUN AGAN JUNIOR SECONDARY SCHOOL, AMUWO ODOFIN (Education District V)","58,436,572.15",TALABI ONILEGBALE AND SONS,Lagos,ocds-5q8fsw-5202208612035,2021.0,ONGOING,"Tuesday, October 5, 2021",Amuwo Odofin
Procurement of Uniform Materials and Accoutriment for Officers and Men of LASTMA,"102,017,500.00",CROWN NATURES NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202260852800,2021.0,ON-GOING,"Monday, May 31, 2021",LAGOS
Supply of Card Printing Cleaning Kits Consumables,"1,838,250.00",CHAMSACCESS LTD,Lagos,ocds-5q8fsw-5202214371070,2021.0,COMPLETED,"Thursday, April 29, 2021","ALAUSA, IKEJA"
"Construction of 15 classrooms with offices, toilets and external works on pad foundation at (Education District VI)","254,988,688.11",POA ADIT NIGERIA LTD.,Lagos,ocds-5q8fsw-5202266545525,2021.0,ONGOING,"Friday, July 30, 2021",LAGOS
Procurement of Customized Cardigan Jackets for LASTMA Officers,"38,622,500.00",SEGBOD GLORY BUILDING VENTURES,Lagos,ocds-5q8fsw-5202204130532,2021.0,COMPLETED,"Monday, May 17, 2021",LAGOS
"Construction of canteen at Toghli Community Grammar School, Badagry (Education Distrivt V)","18,537,011.98",TIMY-MARY NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202210302448,2021.0,ONGOING,"Friday, July 30, 2021",BADAGRY
"Construction of 18 classroom with offices,toilets and external works on raft foundation at Toghli, Badagry (Education District V)","297,012,246.67",SEROP ENGINEERING LIMITED,Lagos,ocds-5q8fsw-5202260355703,2021.0,ONGOING,"Friday, July 30, 2021","Toghli, Badagry"
Refurbishment of 5(NOS)operational vehicles in the fleet of LASTMA.,"16,500,000.00",FOLI TRANSPORT ENGINEERING AND SOLUTIONS LTD,Lagos,ocds-5q8fsw-5202213400100,2021.0,COMPLETED,"Monday, May 10, 2021",LAGOS
Procurement of Traffic Management and Safety Equipment,"140,000,000.00",FOLI TRANSPORT ENGINEERING AND SOLUTIONS LTD,Lagos,ocds-5q8fsw-5202244232525,2021.0,COMPLETED,"Wednesday, March 31, 2021",LAGOS
Supply of Card Printing Consumables,"3,983,950.00",CHAMSACCESS LTD,Lagos,ocds-5q8fsw-5202217722764,2021.0,COMPLETED,"Monday, April 26, 2021","ALAUSA, IKEJA"
Janitorial Service of LASTMA Headquarters and Its Zonal Offices,"7,200,000.00",ABSOLUTE TECHNOLOGY CONSULTING LTD,Lagos,ocds-5q8fsw-5202237238714,2021.0,ON-GOING,"Monday, March 22, 2021",LAGOS
"Construction of canteen block on raft foundation, construction of gatehouse on raft foundation, construction of new perimeter at Ipara Junior Hihg School fence (950m) (education District V)","90,910,307.71",METCLUX NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202288477804,2021.0,ONGOING,"Friday, July 30, 2021",LAGOS
"Construction of 18 classroom with offices, toilets and external works on raft foundation (Education District V)","301,632,129.21",ACCORD ENGINEERING LIMITED,Lagos,ocds-5q8fsw-5202212261772,2021.0,ONGOING,"Friday, July 30, 2021",LAGOS
Replacement of Damaged Walk through Metal Detector at the Governor s Stair case (Hi-Multi-Zone),"6,850,000.00",PETRONICS ENGINEERING SERVICES LTD,Lagos,ocds-5q8fsw-5202250638502,2022.0,COMPLETED,"Wednesday, March 23, 2022","ALAUSA, LAGOS"
"Replacement of entire Damaged Closed Circuit television system at the Federal House, marina","7,946,400.00",PETRONICS ENGINEERING SERVICES LTD,Lagos,ocds-5q8fsw-5202260588015,2022.0,COMPLETED,"Wednesday, March 23, 2022","MARINA, LAGOS"
Construction of canteen on raft foundation at Eric Moore Senior High School ( Education District IV),"19,158,182.38",BAMDADO NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202258481816,2021.0,ONGOING,"Tuesday, August 10, 2021",LAGOS
"Monthly Clearing of Lagos House and Presidential Lodge Marina, VIP Lodge.","36,774,000.00",MOTBOL ENTERPRISES,Lagos,ocds-5q8fsw-5202237601862,2022.0,ON-GOING,"Tuesday, March 15, 2022","MARINA, LAGOS"
Construction of 15 classrooms at Eric Moore Secondary School (Education District V),"375,058,005.97",FAST APRROACH KONSTRUCTION (FAK) LIMITED,Lagos,ocds-5q8fsw-5202240785230,2021.0,ONGOING,"Friday, July 30, 2021",LAGOS
Procurement of 5 (Five) Brand New Vehicles for the use in the pool of the Lagos State Government Liaison Office.,"250,000,000.00",QUARTER NUTS VENTURES LIMITED,Lagos,ocds-5q8fsw-5202263738557,2022.0,COMPLETED,"Tuesday, March 15, 2022","ALAUSA, LAGOS"
"Construction of 18 Classroom with Offices, toilets and external works on pad foundation , odo ayendelu junior academy, onosa (Education District III)","287,739,860.24",SEGNES ENGINEERING COMPANY LIMITED,Lagos,ocds-5q8fsw-5202274531172,2021.0,ONGOING,"Tuesday, August 10, 2021",LAGOS
"Construction of 18 Classroom with offices, toilets and external works on pad foundation at odomola secondary school., epe (Education District III)","288,321,621.25",FBS CONSTRUCTION ENGINEERING SERVICES LTD,Lagos,ocds-5q8fsw-5202221514474,2021.0,ONGOING,"Friday, July 30, 2021",EPE
Monthly Upgrading/Maintaining Lawns and Beautification of Greenery within the premises of lagos House Presidential Lodge Marina,"31,326,000.00",GREEN FINGER FLORISTS,Lagos,ocds-5q8fsw-5202212726648,2022.0,ON-GOING,"Wednesday, March 9, 2022","MARINA, LAGOS"
"Construction of 18 Classrooms with offices, Toilets and External works on Raft Foundation (Education District II)","288,158,338.75",DEWY CONSTRUCTION LTD,Lagos,ocds-5q8fsw-5202218311635,2021.0,ONGOING,"Friday, July 30, 2021",LAGOS
"Production of 58 (Fifty-Eight) Original Metallic wall Prints  to Decorate the entire Lagos house, Ikeja","47,850,000.00",DAYO ADEDAYO PHOTOGRAPHY LIMITED,Lagos,ocds-5q8fsw-5202241845622,2022.0,COMPLETED,"Monday, March 7, 2022",IKEJA LAGOS
"construction of 15 classroom with offices, toilets and external works on pad foundation, construction of canteen on pad foundation, construction of gatehouse on pad foundation, construction of perimeter fence on pad foundation, oriokuta, agric, ikorodu, lagos state","315,204,881.05",TYNEDALE INVESTMENT LIMITED,Lagos,ocds-5q8fsw-5202268177270,2021.0,ONGOING,"Friday, July 30, 2021","IKORODU, LAGOS"
"Construction of 18 classroom with offices, toilets and external works on raft foundation in lagos State (Education District I)","289,059,057.96",PECKSGREY NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202203263400,2021.0,ONGOING,"Friday, July 30, 2021",LAGOS
Production and Installation of Corona Pictorial Compendium of His royal Majesty Oba Abdul Wasiu Lawal,"10,000,000.00",DAYO ADEDAYO PHOTOGRAPHY LIMITED,Lagos,ocds-5q8fsw-5202250401862,2022.0,COMPLETED,"Monday, March 7, 2022",LAGOS
"construction of 18 classroom with offices, toilets and external works on pad foundation, abesan (Education District I)","291,918,231.00",BOXGROVE LIMITED,Lagos,ocds-5q8fsw-5202281352424,2021.0,ONGOING,"Thursday, August 5, 2021",ABESAN
Creation of Access Road in Valley View Residential Scheme,"9,244,600.00",CONSTELLATION GLOBAL VENTURES,Lagos,ocds-5q8fsw-5202214177416,2021.0,ACTIVE,"Wednesday, July 14, 2021","ALAUSA, IKEJA"
Procurement of Security Gardget for the GMT (Governor Monitoring Team),"22,740,000.00",LOGOJETS NIGERIA COY,Lagos,ocds-5q8fsw-5202256550782,2021.0,COMPLETED,"Friday, December 3, 2021",LAGOS
Production of Sign Board in a Government Regularized Areas at Badagry Local Government,"7,500,000.00",CONSTELLATION GLOBAL VENTURES,Lagos,ocds-5q8fsw-5202208746808,2021.0,ACTIVE,"Wednesday, July 14, 2021","BADAGRY, LAGOS"
General repair of BMW Bikes including The Accidental Bike attached to Mr. Governor,"6,178,000.00",BOFAROLAT SERVICES INTERNATIONAL NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202238353151,2021.0,COMPLETED,"Friday, December 31, 2021","ALAUSA, LAGOS"
Team Bonding Workshop for Land Use and Allocation Committee (LUAC),"12,500,000.00",UNIVERSAL ANCHOR LTD,Lagos,ocds-5q8fsw-5202227486636,2021.0,ACTIVE,"Monday, June 28, 2021","ALAUSA, IKEJA"
"Construction of 18 classroom block with offices, Toilet and External worlks on raft Foundation (Education District I)","277,822,362.30",GFAM CO . NIG LTD,Lagos,ocds-5q8fsw-5202277705860,2021.0,ONGOING,"Friday, July 30, 2021",LAGOS
Procurement of Working/ Sanitary Tools Materials for Digitization Project,"16,500,043.00",CONSTELLATION GLOBAL VENTURES,Lagos,ocds-5q8fsw-5202217737621,2021.0,COMPLETED,"Friday, May 21, 2021","ALAUSA, IKEJA"
"Construction of 15 classroom with offices, Toilets and external works on pad foundation, construction of canteen on pad construction, iloro agege, lagos state (Education District I)","295,938,340.22",PERISCOPE ENGINEERING LIMITED,Lagos,ocds-5q8fsw-5202257784385,2021.0,ONGOING,"Friday, July 30, 2021","iloro agege, lagos state"
Procurement of Bullet Proof Vest and Communication Gadget for the Security details attached to Mr. Governor,"10,843,256.26",SACHLIGHT LIMITED,Lagos,ocds-5q8fsw-5202217847106,2021.0,COMPLETED,"Saturday, December 4, 2021",LAGOS
"Construction of canteen Block Comprises Shed, 5 vendors, Two Toilets  with store at Odo Ayandelu, Junior Academy, Onosa, Epe (Education District III)","17,115,500.01",AZLA CONCEPTS LIMITED,Lagos,ocds-5q8fsw-5202232537341,2021.0,ONGOING,"Monday, August 16, 2021","Onosa, Epe"
"Construction of Gatehouse and Perimeter Fence (950m Long) at Odo Ayandelu Junior Academy, Onosa, Epe (education District III)","108,525,286.89",TRIO RADIATING-G LIMITED,Lagos,ocds-5q8fsw-5202286467434,2021.0,ONGOING,"Friday, July 30, 2021","Onosa, Epe"
Provision of  refreshment and Decoration  of the Hall at the 12th Asiwaju Bola Ahmed Tinubu Colloquium Birthday Celebration,"5,000,000.00",OAKEN EVENTS LIMITED,Lagos,ocds-5q8fsw-5202248120611,2021.0,COMPLETED,"Thursday, December 9, 2021",LAGOS
"Xconcepts and Suitable Ambience for the Provision of  Carpeting, Catering services, Decoration  Guest Management for the Hosting of Southern Governor froum meeting at Sport paviilion , lagos Ikeja.","50,000,000.00",OAKEN EVENTS LIMITED,Lagos,ocds-5q8fsw-5202240317260,2021.0,COMPLETED,"Wednesday, December 8, 2021","ALAUSA, LAGOS"
Procurement of 15 (Fifteen) Units of Mikano Zana (Y20A Pickup for the use in the pool of the Office of Chief of Staff,"262,148,962.50",MIKANO INTERNATIONAL LIMITED,Lagos,ocds-5q8fsw-5202277416752,2021.0,COMPLETED,"Thursday, November 11, 2021","ALAUSA, LAGOS"
"Procurement of One (1) Unit Brand New Toyota Coaster Bus, Air Bag, Power Steering, 30 Seater Passenger Bus for the use in the Pool of the Office of the Chief of Staff)","71,090,000.00",L. SOLUTION NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202245421220,2021.0,COMPLETED,"Monday, November 8, 2021",LAGOS
Procurement of Four (4) Units of Nissan Kick Acenta 1.6L AT Vehicles for Official use at the Liaison Office),"60,522,500.00",QUARTER NUTS VENTURES LIMITED,Lagos,ocds-5q8fsw-5202247366114,2021.0,COMPLETED,"Wednesday, September 29, 2021",LAGOS
Repair of Five (5) Armoured Personnel Carriers (Apc) For the use of Rapid Respond Squad (RRS),"19,990,000.00",BABAJOO VENTURES FOR REAL,Lagos,ocds-5q8fsw-5202275388158,2021.0,COMPLETED,"Saturday, October 30, 2021",LAGOS
"RENOVATION OF ANSAR-UD-DEEN PRIMARY SCHOOL, IBONWON, EPE (EDUCATION DISTRICT III)","33,745,475.50",FUNMICK GLOBAL SERVICES LIMITED,Lagos,ocds-5q8fsw-5202206002727,2021.0,ONGOING,"Thursday, July 15, 2021","IBONWON, EPE"
"Procurement of Brand New JINCHENG DAIL Bus, 2020 Model (3 Doors, Petrol, 2.2L Engine, 14 Passenger, Rear wheel Drive, 5 Speed Manual Transmission, Power Window, Air Conditioner, Central lock) for the use in the Pool of Office of Chief of Staff)","17,800,000.00",L. SOLUTION NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202252518512,2021.0,COMPLETED,"Wednesday, September 29, 2021","ALAUSA, LAGOS"
"Clearing of Bushes, Levelling of Access Road to Site, Painting of Adjacent Building and External Works in Igando junior Grammar School, Alimosho","11,281,291.88",PEOPLE S CHOICE PROPERTIES LIMITED,Lagos,ocds-5q8fsw-5202271443326,2021.0,ONGOING,"Tuesday, September 14, 2021","ALIMOSHO, LAGOS"
Revamping and Replacement of 3 project in the Exco Chamber,"10,000,000.00",SKY GRACE TECHNOLOGY,Lagos,ocds-5q8fsw-5202280187563,2021.0,COMPLETED,"Friday, August 27, 2021","ALAUSA, LAGOS"
RENOVATION OF 6 CLASSROOM BLOCK 8 CUBICLE ISOLATED TOILET AT LOCAL AUTHORITY PRIMARY SCHOOL AJIDO BADAGRY LAGOS (EDUCATION DISTRICT V),"43,135,956.33",RHEALS NIGERIA LIMITED,Lagos,ocds-5q8fsw-5202210271230,2021.0,ONGOING,"Tuesday, August 24, 2021",AJIDO BADAGRY
"Renovation of U.A.M.C. (Eleja) Primary School, Ebute Metta, Lagos-Mainland (EDUCATION DISTRICT IV)","41,596,991.70",T-MOD UTILITY SERVICES LIMITED,Lagos,ocds-5q8fsw-5202273673055,2021.0,ONGOING,"Monday, August 23, 2021","EBUTE METTA, LAGOS MAINLAND"
"Renovation of Admin Block 4 No 3classrooms and 5 Classroom Block for Irepodun Primary School, Agege (EDUCATION DISTRICT I)","50,871,917.40",SOUTHWEST AND GLOBAL ELECTRICITY COMPANY LTD,Lagos,ocds-5q8fsw-5202287607210,2021.0,ONGOING,"Monday, August 23, 2021",AGEGE
"RENOVATION OF 2NOS, 6 CLASSROOM BLOCKS AT ABESAN PRIMARY SCHOOL, ABESAN HOUSING ESTATE (EDUCATION DISTRICT VI)","50,119,375.63",FAROPAD GLOBAL VENTURES,Lagos,ocds-5q8fsw-5202267268585,2021.0,ONGOING,"Tuesday, September 7, 2021",ABESAN HOUSING ESTATE
"Renovation of 7no Classroom Block at Local Government Primary School, Noforija, Epe (Education District III)","46,678,951.00",WALDEOS ENIDOS ASSOCIATES LIMITED,Lagos,ocds-5q8fsw-5202255785722,2021.0,COMPLETED,"Monday, August 23, 2021","Noforija, Epe"
"Renovation of FOA Nursery Primary School, Okokomaiko Lagos (EDUCATION DISTRICT V)","33,089,010.63",IRELAND DEMOLITION AND CONSTRUCTION LIMITED,Lagos,ocds-5q8fsw-5202253103382,2021.0,COMPLETED,"Monday, August 23, 2021",Okokomaiko Lagos
"Renovation of H-Shaped Storey Building at 7th Day Adventist Primary School, Abule Oja, Yaba (Education District Iv)","73,260,683.05",SPECIAL COMMITTEE ON REHABILITATION OF PUBLIC SCHOOLS,Lagos,ocds-5q8fsw-5202272750774,2021.0,COMPLETED,"Monday, August 23, 2021","ABULE-OJA, YABA"
"Renovation of 12 Classroom Block 6 Classroom at Low Cost Housing Estate Pry 1 2, Ejigbo. (Education District Vi)","35,365,202.80",MARY JOSH INTERNATIONAL RESOURCES LTD*,Lagos,ocds-5q8fsw-5202255265847,2021.0,ONGOING,"Monday, August 23, 2021",EJIGBO
"Renovation of 6 Classroom Block and Construction of Isolated Toilet at Salvation Army Nursery/Primary School,  Ilogbo Eremi, Badagry (Education District V)","41,575,623.93",TRISIXTY LIMITED,Lagos,ocds-5q8fsw-5202235270120,2021.0,ONGOING,"Monday, August 23, 2021","Ilogbo Eremi, Badagry"
Procurement of Safety Wears and Branded Shirts,"4,578,317.50",TRIPPLE HAY COMPANY (NIGERIA) LIMITED,Lagos,ocds-5q8fsw-5202260625247,2021.0,ONGOING,"Friday, September 3, 2021",LAGOS
"Renovation of 15 classrooms and external works at onayode community primary school, fadeyi, yaba (Education District VI)","54,718,781.51",INTEGRATED SAFETRUST LTD,Lagos,ocds-5q8fsw-5202214352400,2021.0,ONGOING,"Monday, August 23, 2021","fadeyi, yaba"
"Renovation of Administrative and Classroom Block with Construction of Attached Toilet Block at St. John Anglican Primary School, Mushin (Education District VI)","38,057,891.73",DARATISE SERVICES LIMITED,Lagos,ocds-5q8fsw-5202280771687,2021.0,ONGOING,"Monday, August 23, 2021",Mushin
Renovation Work at Odunlade Primary School (Education District II),"40,045,173.96",SHAKEM CONSTRUCTION NIG LTD,Lagos,ocds-5q8fsw-5202268744701,2021.0,ONGOING,"Monday, August 23, 2021",LAGOS
Renovation of L-Shape 6 Classroom Block at Local Authority Akarakuma School Badagry (EDUCATION DISTRICT V),"32,145,020.88",GENEW GLOBAL CONSULT,Lagos,ocds-5q8fsw-5202243048401,2021.0,ONGOING,"Monday, August 23, 2021",BADAGRY
"Renovation of Admin Block and Toilets for St. Joseph Catholic s Primary School, Off Savage Lane Elegbata, Marina Lagos (Education District Iii)","30,149,958.98",SELOVIAN INTERNATIONAL LIMITED,Lagos,ocds-5q8fsw-5202235654342,2021.0,ONGOING,"Monday, August 23, 2021","Elegbata, Marina Lagos"
"Renovation of Admin. Block at Dr. Taslim Elias Model Primary. School, Lagos Island (Education District iii)","21,318,346.50",ESQUIRE GLOBAL INVESTMENT LTD,Lagos,ocds-5q8fsw-5202212124404,2021.0,ONGOING,"Monday, August 23, 2021",Lagos Island
"Renovation of 12 Classroom Block at Mangoro Community Primary School, Ikeja, Lagos (Education District I)","57,996,537.00",BITEM RESOURCE HUB,Lagos,ocds-5q8fsw-5202280887733,2021.0,ONGOING,"Monday, August 23, 2021",IKEJA
"Renovation of 12 Classroom Fence at Unity Primary School, Oyewole, Agege (Education District I)","62,103,519.56",CROWNKING METAL ALUMINIUM INVESTMENT LTD,Lagos,ocds-5q8fsw-5202286437284,2021.0,ONGOING,"Monday, August 23, 2021",AGEGE
construction of canteen on Raft Foundation at Elepe Junior High School (Education District II),"20,097,133.47",GANOLA ENGINEERING AND CONSTRUCTION TECHNOLOGY LIMITED,Lagos,ocds-5q8fsw-5202276261371,2021.0,ONGOING,"Monday, August 23, 2021",LAGOS
